case:concept:name,concept:name,time:timestamp,org:resource,booking_period,desk,product,currency,counterparty_tier,notional_usd
BK-0025,Post to Ledger,2026-01-12T09:25:00Z,ledger_bot_01,baseline,FX,FX Forward,JPY,Tier 3,15343000.0
BK-0025,Booking Complete,2026-01-12T09:28:00Z,workflow_bot_01,baseline,FX,FX Forward,JPY,Tier 3,15343000.0
BK-0026,Trade Captured,2026-01-12T10:00:00Z,trader_01,baseline,FX,FX Forward,JPY,Tier 2,17906000.0
BK-0026,Validate Economics,2026-01-12T10:15:00Z,ops_analyst_03,baseline,FX,FX Forward,JPY,Tier 2,17906000.0
BK-0026,Amend Booking,2026-01-12T10:28:00Z,ops_analyst_02,baseline,FX,FX Forward,JPY,Tier 2,17906000.0
BK-0026,Validate Economics,2026-01-12T10:36:00Z,ops_analyst_01,baseline,FX,FX Forward,JPY,Tier 2,17906000.0
BK-0026,Enrich Counterparty,2026-01-12T10:44:00Z,static_data_02,baseline,FX,FX Forward,JPY,Tier 2,17906000.0
BK-0026,Compliance Check,2026-01-12T11:03:00Z,compliance_02,baseline,FX,FX Forward,JPY,Tier 2,17906000.0
BK-0026,Credit Check,2026-01-12T11:18:00Z,credit_02,baseline,FX,FX Forward,JPY,Tier 2,17906000.0
BK-0026,Confirm Booking,2026-01-12T11:45:00Z,confirmations_02,baseline,FX,FX Forward,JPY,Tier 2,17906000.0
BK-0026,Post to Ledger,2026-01-12T11:53:00Z,ledger_bot_01,baseline,FX,FX Forward,JPY,Tier 2,17906000.0
BK-0026,Booking Complete,2026-01-12T11:57:00Z,workflow_bot_01,baseline,FX,FX Forward,JPY,Tier 2,17906000.0
BK-0027,Trade Captured,2026-01-12T12:00:00Z,trader_03,baseline,Rates,Interest Rate Swap,GBP,Tier 1,7200000.0
BK-0027,Validate Economics,2026-01-12T12:11:00Z,ops_analyst_01,baseline,Rates,Interest Rate Swap,GBP,Tier 1,7200000.0
BK-0027,Enrich Counterparty,2026-01-12T12:27:00Z,static_data_02,baseline,Rates,Interest Rate Swap,GBP,Tier 1,7200000.0
BK-0027,Compliance Check,2026-01-12T12:37:00Z,compliance_02,baseline,Rates,Interest Rate Swap,GBP,Tier 1,7200000.0
BK-0027,Credit Check,2026-01-12T12:47:00Z,credit_01,baseline,Rates,Interest Rate Swap,GBP,Tier 1,7200000.0
BK-0027,Confirm Booking,2026-01-12T13:10:00Z,confirmations_01,baseline,Rates,Interest Rate Swap,GBP,Tier 1,7200000.0
BK-0027,Post to Ledger,2026-01-12T13:15:00Z,ledger_bot_01,baseline,Rates,Interest Rate Swap,GBP,Tier 1,7200000.0
BK-0027,Booking Complete,2026-01-12T13:19:00Z,workflow_bot_01,baseline,Rates,Interest Rate Swap,GBP,Tier 1,7200000.0
BK-0028,Trade Captured,2026-01-12T14:00:00Z,trader_03,baseline,FX,FX Forward,USD,Tier 3,13380000.0
BK-0028,Validate Economics,2026-01-12T14:11:00Z,ops_analyst_03,baseline,FX,FX Forward,USD,Tier 3,13380000.0
BK-0028,Enrich Counterparty,2026-01-12T14:22:00Z,static_data_02,baseline,FX,FX Forward,USD,Tier 3,13380000.0
BK-0028,Compliance Check,2026-01-12T14:44:00Z,compliance_02,baseline,FX,FX Forward,USD,Tier 3,13380000.0
BK-0028,Credit Check,2026-01-12T14:53:00Z,credit_01,baseline,FX,FX Forward,USD,Tier 3,13380000.0
BK-0028,Confirm Booking,2026-01-12T15:20:00Z,confirmations_01,baseline,FX,FX Forward,USD,Tier 3,13380000.0
BK-0028,Post to Ledger,2026-01-12T15:31:00Z,ledger_bot_01,baseline,FX,FX Forward,USD,Tier 3,13380000.0
BK-0028,Booking Complete,2026-01-12T15:34:00Z,workflow_bot_01,baseline,FX,FX Forward,USD,Tier 3,13380000.0
BK-0029,Trade Captured,2026-01-12T08:00:00Z,trader_02,baseline,Rates,Interest Rate Swap,USD,Tier 1,103775000.0
BK-0029,Validate Economics,2026-01-12T08:13:00Z,ops_analyst_01,baseline,Rates,Interest Rate Swap,USD,Tier 1,103775000.0
BK-0029,Amend Booking,2026-01-12T08:27:00Z,ops_analyst_01,baseline,Rates,Interest Rate Swap,USD,Tier 1,103775000.0
BK-0029,Validate Economics,2026-01-12T08:40:00Z,ops_analyst_02,baseline,Rates,Interest Rate Swap,USD,Tier 1,103775000.0
BK-0029,Enrich Counterparty,2026-01-12T08:51:00Z,static_data_02,baseline,Rates,Interest Rate Swap,USD,Tier 1,103775000.0
BK-0029,Compliance Check,2026-01-12T09:03:00Z,compliance_02,baseline,Rates,Interest Rate Swap,USD,Tier 1,103775000.0
BK-0029,Credit Check,2026-01-12T09:11:00Z,credit_01,baseline,Rates,Interest Rate Swap,USD,Tier 1,103775000.0
BK-0029,Supervisor Approval,2026-01-12T09:37:00Z,supervisor_02,baseline,Rates,Interest Rate Swap,USD,Tier 1,103775000.0
BK-0029,Confirm Booking,2026-01-12T09:55:00Z,confirmations_01,baseline,Rates,Interest Rate Swap,USD,Tier 1,103775000.0
BK-0029,Post to Ledger,2026-01-12T10:09:00Z,ledger_bot_01,baseline,Rates,Interest Rate Swap,USD,Tier 1,103775000.0
BK-0029,Booking Complete,2026-01-12T10:13:00Z,workflow_bot_01,baseline,Rates,Interest Rate Swap,USD,Tier 1,103775000.0
BK-0030,Trade Captured,2026-01-12T10:00:00Z,trader_02,baseline,Rates,Interest Rate Swap,EUR,Tier 2,17658000.0
BK-0030,Validate Economics,2026-01-12T10:11:00Z,ops_analyst_01,baseline,Rates,Interest Rate Swap,EUR,Tier 2,17658000.0
BK-0030,Enrich Counterparty,2026-01-12T10:24:00Z,static_data_01,baseline,Rates,Interest Rate Swap,EUR,Tier 2,17658000.0
BK-0030,Compliance Check,2026-01-12T10:39:00Z,compliance_01,baseline,Rates,Interest Rate Swap,EUR,Tier 2,17658000.0
BK-0030,Credit Check,2026-01-12T11:08:00Z,credit_02,baseline,Rates,Interest Rate Swap,EUR,Tier 2,17658000.0
BK-0030,Confirm Booking,2026-01-12T11:38:00Z,confirmations_02,baseline,Rates,Interest Rate Swap,EUR,Tier 2,17658000.0
BK-0030,Post to Ledger,2026-01-12T11:46:00Z,ledger_bot_01,baseline,Rates,Interest Rate Swap,EUR,Tier 2,17658000.0
BK-0030,Booking Complete,2026-01-12T11:50:00Z,workflow_bot_01,baseline,Rates,Interest Rate Swap,EUR,Tier 2,17658000.0
BK-0031,Trade Captured,2026-01-12T12:00:00Z,trader_02,baseline,Rates,Interest Rate Swap,EUR,Tier 2,30181000.0
BK-0031,Validate Economics,2026-01-12T12:14:00Z,ops_analyst_02,baseline,Rates,Interest Rate Swap,EUR,Tier 2,30181000.0
BK-0031,Enrich Counterparty,2026-01-12T12:26:00Z,static_data_02,baseline,Rates,Interest Rate Swap,EUR,Tier 2,30181000.0
BK-0031,Compliance Check,2026-01-12T12:43:00Z,compliance_02,baseline,Rates,Interest Rate Swap,EUR,Tier 2,30181000.0
BK-0031,Credit Check,2026-01-12T12:56:00Z,credit_02,baseline,Rates,Interest Rate Swap,EUR,Tier 2,30181000.0
BK-0031,Confirm Booking,2026-01-12T13:14:00Z,confirmations_01,baseline,Rates,Interest Rate Swap,EUR,Tier 2,30181000.0
BK-0031,Post to Ledger,2026-01-12T13:24:00Z,ledger_bot_01,baseline,Rates,Interest Rate Swap,EUR,Tier 2,30181000.0
BK-0031,Booking Complete,2026-01-12T13:26:00Z,workflow_bot_01,baseline,Rates,Interest Rate Swap,EUR,Tier 2,30181000.0
BK-0032,Trade Captured,2026-01-12T14:00:00Z,trader_01,baseline,FX,FX Forward,GBP,Tier 3,60788000.0
BK-0032,Validate Economics,2026-01-12T14:08:00Z,ops_analyst_02,baseline,FX,FX Forward,GBP,Tier 3,60788000.0
BK-0032,Enrich Counterparty,2026-01-12T14:12:00Z,static_data_02,baseline,FX,FX Forward,GBP,Tier 3,60788000.0
BK-0032,Compliance Check,2026-01-12T14:42:00Z,compliance_02,baseline,FX,FX Forward,GBP,Tier 3,60788000.0
BK-0032,Credit Check,2026-01-12T14:58:00Z,credit_01,baseline,FX,FX Forward,GBP,Tier 3,60788000.0
BK-0032,Supervisor Approval,2026-01-12T15:38:00Z,supervisor_01,baseline,FX,FX Forward,GBP,Tier 3,60788000.0
BK-0032,Confirm Booking,2026-01-12T15:51:00Z,confirmations_02,baseline,FX,FX Forward,GBP,Tier 3,60788000.0
BK-0032,Post to Ledger,2026-01-12T15:59:00Z,ledger_bot_01,baseline,FX,FX Forward,GBP,Tier 3,60788000.0
BK-0032,Booking Complete,2026-01-12T16:02:00Z,workflow_bot_01,baseline,FX,FX Forward,GBP,Tier 3,60788000.0
BK-0033,Trade Captured,2026-01-13T08:00:00Z,trader_02,baseline,FX,FX Forward,EUR,Tier 1,13042000.0
BK-0033,Validate Economics,2026-01-13T08:19:00Z,ops_analyst_03,baseline,FX,FX Forward,EUR,Tier 1,13042000.0
BK-0033,Enrich Counterparty,2026-01-13T08:27:00Z,static_data_02,baseline,FX,FX Forward,EUR,Tier 1,13042000.0
BK-0033,Compliance Check,2026-01-13T08:49:00Z,compliance_02,baseline,FX,FX Forward,EUR,Tier 1,13042000.0
BK-0033,Credit Check,2026-01-13T09:10:00Z,credit_01,baseline,FX,FX Forward,EUR,Tier 1,13042000.0
BK-0033,Confirm Booking,2026-01-13T09:28:00Z,confirmations_01,baseline,FX,FX Forward,EUR,Tier 1,13042000.0
BK-0033,Post to Ledger,2026-01-13T09:36:00Z,ledger_bot_01,baseline,FX,FX Forward,EUR,Tier 1,13042000.0
BK-0033,Booking Complete,2026-01-13T09:39:00Z,workflow_bot_01,baseline,FX,FX Forward,EUR,Tier 1,13042000.0
BK-0034,Trade Captured,2026-01-13T10:00:00Z,trader_01,baseline,Rates,Interest Rate Swap,USD,Tier 1,15612000.0
BK-0034,Validate Economics,2026-01-13T10:08:00Z,ops_analyst_01,baseline,Rates,Interest Rate Swap,USD,Tier 1,15612000.0
BK-0034,Amend Booking,2026-01-13T10:23:00Z,ops_analyst_01,baseline,Rates,Interest Rate Swap,USD,Tier 1,15612000.0
BK-0034,Validate Economics,2026-01-13T10:40:00Z,ops_analyst_03,baseline,Rates,Interest Rate Swap,USD,Tier 1,15612000.0
BK-0034,Enrich Counterparty,2026-01-13T10:48:00Z,static_data_01,baseline,Rates,Interest Rate Swap,USD,Tier 1,15612000.0
BK-0034,Compliance Check,2026-01-13T10:57:00Z,compliance_02,baseline,Rates,Interest Rate Swap,USD,Tier 1,15612000.0
BK-0034,Credit Check,2026-01-13T11:12:00Z,credit_02,baseline,Rates,Interest Rate Swap,USD,Tier 1,15612000.0
BK-0034,Confirm Booking,2026-01-13T11:31:00Z,confirmations_01,baseline,Rates,Interest Rate Swap,USD,Tier 1,15612000.0
BK-0034,Post to Ledger,2026-01-13T11:39:00Z,ledger_bot_01,baseline,Rates,Interest Rate Swap,USD,Tier 1,15612000.0
BK-0034,Booking Complete,2026-01-13T11:42:00Z,workflow_bot_01,baseline,Rates,Interest Rate Swap,USD,Tier 1,15612000.0
BK-0035,Trade Captured,2026-01-13T12:00:00Z,trader_03,baseline,FX,FX Forward,EUR,Tier 1,29174000.0
BK-0035,Validate Economics,2026-01-13T12:13:00Z,ops_analyst_03,baseline,FX,FX Forward,EUR,Tier 1,29174000.0
BK-0035,Enrich Counterparty,2026-01-13T12:23:00Z,static_data_02,baseline,FX,FX Forward,EUR,Tier 1,29174000.0
BK-0035,Compliance Check,2026-01-13T12:37:00Z,compliance_01,baseline,FX,FX Forward,EUR,Tier 1,29174000.0
BK-0035,Credit Check,2026-01-13T12:47:00Z,credit_02,baseline,FX,FX Forward,EUR,Tier 1,29174000.0
BK-0035,Confirm Booking,2026-01-13T13:01:00Z,confirmations_02,baseline,FX,FX Forward,EUR,Tier 1,29174000.0
BK-0035,Post to Ledger,2026-01-13T13:08:00Z,ledger_bot_01,baseline,FX,FX Forward,EUR,Tier 1,29174000.0
BK-0035,Booking Complete,2026-01-13T13:10:00Z,workflow_bot_01,baseline,FX,FX Forward,EUR,Tier 1,29174000.0
BK-0036,Trade Captured,2026-01-13T14:00:00Z,trader_02,baseline,FX,FX Forward,JPY,Tier 2,12309000.0
BK-0036,Validate Economics,2026-01-13T14:15:00Z,ops_analyst_01,baseline,FX,FX Forward,JPY,Tier 2,12309000.0
BK-0036,Enrich Counterparty,2026-01-13T14:23:00Z,static_data_01,baseline,FX,FX Forward,JPY,Tier 2,12309000.0
BK-0036,Compliance Check,2026-01-13T14:40:00Z,compliance_01,baseline,FX,FX Forward,JPY,Tier 2,12309000.0
BK-0036,Credit Check,2026-01-13T14:49:00Z,credit_01,baseline,FX,FX Forward,JPY,Tier 2,12309000.0
BK-0036,Confirm Booking,2026-01-13T15:09:00Z,confirmations_01,baseline,FX,FX Forward,JPY,Tier 2,12309000.0
BK-0036,Post to Ledger,2026-01-13T15:15:00Z,ledger_bot_01,baseline,FX,FX Forward,JPY,Tier 2,12309000.0
BK-0036,Booking Complete,2026-01-13T15:18:00Z,workflow_bot_01,baseline,FX,FX Forward,JPY,Tier 2,12309000.0
BK-0037,Trade Captured,2026-01-14T08:00:00Z,trader_01,baseline,Equities,Equity Option,EUR,Tier 1,18085000.0
BK-0037,Validate Economics,2026-01-14T08:06:00Z,ops_analyst_01,baseline,Equities,Equity Option,EUR,Tier 1,18085000.0
BK-0037,Enrich Counterparty,2026-01-14T08:15:00Z,static_data_02,baseline,Equities,Equity Option,EUR,Tier 1,18085000.0
BK-0037,Compliance Check,2026-01-14T08:26:00Z,compliance_01,baseline,Equities,Equity Option,EUR,Tier 1,18085000.0
BK-0037,Credit Check,2026-01-14T08:50:00Z,credit_01,baseline,Equities,Equity Option,EUR,Tier 1,18085000.0
BK-0037,Confirm Booking,2026-01-14T09:04:00Z,confirmations_02,baseline,Equities,Equity Option,EUR,Tier 1,18085000.0
BK-0037,Post to Ledger,2026-01-14T09:13:00Z,ledger_bot_01,baseline,Equities,Equity Option,EUR,Tier 1,18085000.0
BK-0037,Booking Complete,2026-01-14T09:18:00Z,workflow_bot_01,baseline,Equities,Equity Option,EUR,Tier 1,18085000.0
BK-0038,Trade Captured,2026-01-14T10:00:00Z,trader_02,baseline,Equities,Equity Option,USD,Tier 2,6332000.0
BK-0038,Validate Economics,2026-01-14T10:11:00Z,ops_analyst_03,baseline,Equities,Equity Option,USD,Tier 2,6332000.0
BK-0038,Amend Booking,2026-01-14T10:34:00Z,ops_analyst_02,baseline,Equities,Equity Option,USD,Tier 2,6332000.0
BK-0038,Validate Economics,2026-01-14T10:47:00Z,ops_analyst_01,baseline,Equities,Equity Option,USD,Tier 2,6332000.0
BK-0038,Enrich Counterparty,2026-01-14T10:59:00Z,static_data_02,baseline,Equities,Equity Option,USD,Tier 2,6332000.0
BK-0038,Compliance Check,2026-01-14T11:12:00Z,compliance_02,baseline,Equities,Equity Option,USD,Tier 2,6332000.0
BK-0038,Credit Check,2026-01-14T11:24:00Z,credit_01,baseline,Equities,Equity Option,USD,Tier 2,6332000.0
BK-0038,Confirm Booking,2026-01-14T11:41:00Z,confirmations_01,baseline,Equities,Equity Option,USD,Tier 2,6332000.0
BK-0038,Post to Ledger,2026-01-14T11:51:00Z,ledger_bot_01,baseline,Equities,Equity Option,USD,Tier 2,6332000.0
BK-0038,Booking Complete,2026-01-14T11:54:00Z,workflow_bot_01,baseline,Equities,Equity Option,USD,Tier 2,6332000.0
BK-0039,Trade Captured,2026-01-14T12:00:00Z,trader_03,baseline,FX,FX Forward,USD,Tier 1,26074000.0
BK-0039,Validate Economics,2026-01-14T12:14:00Z,ops_analyst_01,baseline,FX,FX Forward,USD,Tier 1,26074000.0
BK-0039,Enrich Counterparty,2026-01-14T12:21:00Z,static_data_02,baseline,FX,FX Forward,USD,Tier 1,26074000.0
BK-0039,Compliance Check,2026-01-14T12:39:00Z,compliance_01,baseline,FX,FX Forward,USD,Tier 1,26074000.0
BK-0039,Credit Check,2026-01-14T12:51:00Z,credit_01,baseline,FX,FX Forward,USD,Tier 1,26074000.0
BK-0039,Confirm Booking,2026-01-14T13:21:00Z,confirmations_01,baseline,FX,FX Forward,USD,Tier 1,26074000.0
BK-0039,Post to Ledger,2026-01-14T13:29:00Z,ledger_bot_01,baseline,FX,FX Forward,USD,Tier 1,26074000.0
BK-0039,Booking Complete,2026-01-14T13:32:00Z,workflow_bot_01,baseline,FX,FX Forward,USD,Tier 1,26074000.0
BK-0040,Trade Captured,2026-01-14T14:00:00Z,trader_03,baseline,Rates,Interest Rate Swap,USD,Tier 1,16051000.0
BK-0040,Validate Economics,2026-01-14T14:09:00Z,ops_analyst_02,baseline,Rates,Interest Rate Swap,USD,Tier 1,16051000.0
BK-0040,Enrich Counterparty,2026-01-14T14:25:00Z,static_data_02,baseline,Rates,Interest Rate Swap,USD,Tier 1,16051000.0
BK-0040,Compliance Check,2026-01-14T14:56:00Z,compliance_02,baseline,Rates,Interest Rate Swap,USD,Tier 1,16051000.0
BK-0040,Credit Check,2026-01-14T15:04:00Z,credit_01,baseline,Rates,Interest Rate Swap,USD,Tier 1,16051000.0
BK-0040,Confirm Booking,2026-01-14T15:22:00Z,confirmations_01,baseline,Rates,Interest Rate Swap,USD,Tier 1,16051000.0
BK-0040,Post to Ledger,2026-01-14T15:30:00Z,ledger_bot_01,baseline,Rates,Interest Rate Swap,USD,Tier 1,16051000.0
BK-0040,Booking Complete,2026-01-14T15:32:00Z,workflow_bot_01,baseline,Rates,Interest Rate Swap,USD,Tier 1,16051000.0
BK-0041,Trade Captured,2026-01-15T08:00:00Z,trader_01,baseline,FX,FX Forward,USD,Tier 2,36925000.0
BK-0041,Validate Economics,2026-01-15T08:13:00Z,ops_analyst_03,baseline,FX,FX Forward,USD,Tier 2,36925000.0
BK-0041,Enrich Counterparty,2026-01-15T08:23:00Z,static_data_01,baseline,FX,FX Forward,USD,Tier 2,36925000.0
BK-0041,Compliance Check,2026-01-15T08:41:00Z,compliance_01,baseline,FX,FX Forward,USD,Tier 2,36925000.0
BK-0041,Credit Check,2026-01-15T08:51:00Z,credit_02,baseline,FX,FX Forward,USD,Tier 2,36925000.0
BK-0041,Confirm Booking,2026-01-15T09:03:00Z,confirmations_01,baseline,FX,FX Forward,USD,Tier 2,36925000.0
BK-0041,Post to Ledger,2026-01-15T09:10:00Z,ledger_bot_01,baseline,FX,FX Forward,USD,Tier 2,36925000.0
BK-0041,Booking Complete,2026-01-15T09:15:00Z,workflow_bot_01,baseline,FX,FX Forward,USD,Tier 2,36925000.0
BK-0042,Trade Captured,2026-01-15T10:00:00Z,trader_02,baseline,FX,FX Forward,USD,Tier 1,33952000.0
BK-0042,Validate Economics,2026-01-15T10:09:00Z,ops_analyst_03,baseline,FX,FX Forward,USD,Tier 1,33952000.0
BK-0042,Amend Booking,2026-01-15T10:34:00Z,ops_analyst_02,baseline,FX,FX Forward,USD,Tier 1,33952000.0
BK-0042,Validate Economics,2026-01-15T10:45:00Z,ops_analyst_03,baseline,FX,FX Forward,USD,Tier 1,33952000.0
BK-0042,Enrich Counterparty,2026-01-15T10:55:00Z,static_data_02,baseline,FX,FX Forward,USD,Tier 1,33952000.0
BK-0042,Compliance Check,2026-01-15T11:07:00Z,compliance_02,baseline,FX,FX Forward,USD,Tier 1,33952000.0
BK-0042,Credit Check,2026-01-15T11:21:00Z,credit_01,baseline,FX,FX Forward,USD,Tier 1,33952000.0
BK-0042,Confirm Booking,2026-01-15T11:33:00Z,confirmations_02,baseline,FX,FX Forward,USD,Tier 1,33952000.0
BK-0042,Post to Ledger,2026-01-15T11:42:00Z,ledger_bot_01,baseline,FX,FX Forward,USD,Tier 1,33952000.0
BK-0042,Booking Complete,2026-01-15T11:45:00Z,workflow_bot_01,baseline,FX,FX Forward,USD,Tier 1,33952000.0
BK-0043,Trade Captured,2026-01-15T12:00:00Z,trader_01,baseline,Rates,Interest Rate Swap,EUR,Tier 2,12795000.0
BK-0043,Validate Economics,2026-01-15T12:15:00Z,ops_analyst_01,baseline,Rates,Interest Rate Swap,EUR,Tier 2,12795000.0
BK-0043,Enrich Counterparty,2026-01-15T12:34:00Z,static_data_01,baseline,Rates,Interest Rate Swap,EUR,Tier 2,12795000.0
BK-0043,Compliance Check,2026-01-15T12:51:00Z,compliance_01,baseline,Rates,Interest Rate Swap,EUR,Tier 2,12795000.0
BK-0043,Credit Check,2026-01-15T13:04:00Z,credit_02,baseline,Rates,Interest Rate Swap,EUR,Tier 2,12795000.0
BK-0043,Confirm Booking,2026-01-15T13:29:00Z,confirmations_02,baseline,Rates,Interest Rate Swap,EUR,Tier 2,12795000.0
BK-0043,Post to Ledger,2026-01-15T13:40:00Z,ledger_bot_01,baseline,Rates,Interest Rate Swap,EUR,Tier 2,12795000.0
BK-0043,Booking Complete,2026-01-15T13:43:00Z,workflow_bot_01,baseline,Rates,Interest Rate Swap,EUR,Tier 2,12795000.0
BK-0044,Trade Captured,2026-01-15T14:00:00Z,trader_02,baseline,Equities,Equity Option,JPY,Tier 2,15259000.0
BK-0044,Validate Economics,2026-01-15T14:18:00Z,ops_analyst_02,baseline,Equities,Equity Option,JPY,Tier 2,15259000.0
BK-0044,Enrich Counterparty,2026-01-15T14:27:00Z,static_data_02,baseline,Equities,Equity Option,JPY,Tier 2,15259000.0
BK-0044,Compliance Check,2026-01-15T14:43:00Z,compliance_02,baseline,Equities,Equity Option,JPY,Tier 2,15259000.0
BK-0044,Credit Check,2026-01-15T15:01:00Z,credit_01,baseline,Equities,Equity Option,JPY,Tier 2,15259000.0
BK-0044,Confirm Booking,2026-01-15T15:12:00Z,confirmations_02,baseline,Equities,Equity Option,JPY,Tier 2,15259000.0
BK-0044,Post to Ledger,2026-01-15T15:18:00Z,ledger_bot_01,baseline,Equities,Equity Option,JPY,Tier 2,15259000.0
BK-0044,Booking Complete,2026-01-15T15:20:00Z,workflow_bot_01,baseline,Equities,Equity Option,JPY,Tier 2,15259000.0
BK-0045,Trade Captured,2026-01-16T08:00:00Z,trader_01,baseline,FX,FX Forward,USD,Tier 1,50361000.0
BK-0045,Validate Economics,2026-01-16T08:09:00Z,ops_analyst_02,baseline,FX,FX Forward,USD,Tier 1,50361000.0
BK-0045,Amend Booking,2026-01-16T08:33:00Z,ops_analyst_02,baseline,FX,FX Forward,USD,Tier 1,50361000.0
BK-0045,Validate Economics,2026-01-16T08:42:00Z,ops_analyst_02,baseline,FX,FX Forward,USD,Tier 1,50361000.0
BK-0045,Enrich Counterparty,2026-01-16T08:54:00Z,static_data_01,baseline,FX,FX Forward,USD,Tier 1,50361000.0
BK-0045,Compliance Check,2026-01-16T09:08:00Z,compliance_01,baseline,FX,FX Forward,USD,Tier 1,50361000.0
BK-0045,Credit Check,2026-01-16T09:22:00Z,credit_01,baseline,FX,FX Forward,USD,Tier 1,50361000.0
BK-0045,Supervisor Approval,2026-01-16T10:05:00Z,supervisor_01,baseline,FX,FX Forward,USD,Tier 1,50361000.0
BK-0045,Confirm Booking,2026-01-16T10:25:00Z,confirmations_02,baseline,FX,FX Forward,USD,Tier 1,50361000.0
BK-0045,Post to Ledger,2026-01-16T10:33:00Z,ledger_bot_01,baseline,FX,FX Forward,USD,Tier 1,50361000.0
BK-0045,Booking Complete,2026-01-16T10:35:00Z,workflow_bot_01,baseline,FX,FX Forward,USD,Tier 1,50361000.0
BK-0046,Trade Captured,2026-01-16T10:00:00Z,trader_01,baseline,FX,FX Forward,USD,Tier 2,10153000.0
BK-0046,Validate Economics,2026-01-16T10:06:00Z,ops_analyst_01,baseline,FX,FX Forward,USD,Tier 2,10153000.0
BK-0046,Enrich Counterparty,2026-01-16T10:13:00Z,static_data_02,baseline,FX,FX Forward,USD,Tier 2,10153000.0
BK-0046,Compliance Check,2026-01-16T10:36:00Z,compliance_02,baseline,FX,FX Forward,USD,Tier 2,10153000.0
BK-0046,Credit Check,2026-01-16T10:51:00Z,credit_01,baseline,FX,FX Forward,USD,Tier 2,10153000.0
BK-0046,Confirm Booking,2026-01-16T11:06:00Z,confirmations_02,baseline,FX,FX Forward,USD,Tier 2,10153000.0
BK-0046,Post to Ledger,2026-01-16T11:12:00Z,ledger_bot_01,baseline,FX,FX Forward,USD,Tier 2,10153000.0
BK-0046,Booking Complete,2026-01-16T11:15:00Z,workflow_bot_01,baseline,FX,FX Forward,USD,Tier 2,10153000.0
BK-0047,Trade Captured,2026-01-16T12:00:00Z,trader_03,baseline,FX,FX Forward,USD,Tier 1,26926000.0
BK-0047,Validate Economics,2026-01-16T12:15:00Z,ops_analyst_01,baseline,FX,FX Forward,USD,Tier 1,26926000.0
BK-0047,Amend Booking,2026-01-16T12:26:00Z,ops_analyst_03,baseline,FX,FX Forward,USD,Tier 1,26926000.0
BK-0047,Validate Economics,2026-01-16T12:42:00Z,ops_analyst_02,baseline,FX,FX Forward,USD,Tier 1,26926000.0
BK-0047,Enrich Counterparty,2026-01-16T12:56:00Z,static_data_01,baseline,FX,FX Forward,USD,Tier 1,26926000.0
BK-0047,Compliance Check,2026-01-16T13:05:00Z,compliance_02,baseline,FX,FX Forward,USD,Tier 1,26926000.0
BK-0047,Credit Check,2026-01-16T13:19:00Z,credit_01,baseline,FX,FX Forward,USD,Tier 1,26926000.0
BK-0047,Confirm Booking,2026-01-16T13:52:00Z,confirmations_02,baseline,FX,FX Forward,USD,Tier 1,26926000.0
BK-0047,Post to Ledger,2026-01-16T14:01:00Z,ledger_bot_01,baseline,FX,FX Forward,USD,Tier 1,26926000.0
BK-0047,Booking Complete,2026-01-16T14:04:00Z,workflow_bot_01,baseline,FX,FX Forward,USD,Tier 1,26926000.0
BK-0048,Trade Captured,2026-01-16T14:00:00Z,trader_03,baseline,Equities,Equity Option,USD,Tier 3,10208000.0
BK-0048,Validate Economics,2026-01-16T14:16:00Z,ops_analyst_03,baseline,Equities,Equity Option,USD,Tier 3,10208000.0
BK-0048,Enrich Counterparty,2026-01-16T14:24:00Z,static_data_01,baseline,Equities,Equity Option,USD,Tier 3,10208000.0
BK-0048,Compliance Check,2026-01-16T14:42:00Z,compliance_01,baseline,Equities,Equity Option,USD,Tier 3,10208000.0
BK-0048,Credit Check,2026-01-16T14:58:00Z,credit_01,baseline,Equities,Equity Option,USD,Tier 3,10208000.0
BK-0048,Confirm Booking,2026-01-16T15:22:00Z,confirmations_01,baseline,Equities,Equity Option,USD,Tier 3,10208000.0
BK-0048,Post to Ledger,2026-01-16T15:32:00Z,ledger_bot_01,baseline,Equities,Equity Option,USD,Tier 3,10208000.0
BK-0048,Booking Complete,2026-01-16T15:36:00Z,workflow_bot_01,baseline,Equities,Equity Option,USD,Tier 3,10208000.0
BK-0049,Trade Captured,2026-01-19T08:00:00Z,trader_03,baseline,FX,FX Forward,USD,Tier 1,14402000.0
BK-0049,Validate Economics,2026-01-19T08:19:00Z,ops_analyst_03,baseline,FX,FX Forward,USD,Tier 1,14402000.0
BK-0049,Enrich Counterparty,2026-01-19T08:34:00Z,static_data_01,baseline,FX,FX Forward,USD,Tier 1,14402000.0
BK-0049,Compliance Check,2026-01-19T08:56:00Z,compliance_02,baseline,FX,FX Forward,USD,Tier 1,14402000.0
BK-0049,Credit Check,2026-01-19T09:10:00Z,credit_02,baseline,FX,FX Forward,USD,Tier 1,14402000.0
BK-0049,Confirm Booking,2026-01-19T09:25:00Z,confirmations_01,baseline,FX,FX Forward,USD,Tier 1,14402000.0
BK-0049,Post to Ledger,2026-01-19T09:34:00Z,ledger_bot_01,baseline,FX,FX Forward,USD,Tier 1,14402000.0
BK-0049,Booking Complete,2026-01-19T09:37:00Z,workflow_bot_01,baseline,FX,FX Forward,USD,Tier 1,14402000.0
BK-0050,Trade Captured,2026-01-19T10:00:00Z,trader_02,baseline,Equities,Equity Option,USD,Tier 1,84155000.0
